timestamp,participant_id,age,gender,attraction,profile_id,condition,attractiveness,authenticity,desirability,attention_check,attention_correct
2025-12-06T18:43:51.616169,PID_1765046540_4536,25,Man,Women,w6,ai_disclosed,4,2,3,FALSE,
2025-12-06T18:44:21.041830,PID_1765046540_4536,25,Man,Women,w7,control,2,3,2,FALSE,
2025-12-06T18:44:28.631588,PID_1765046540_4536,25,Man,Women,attention_check,attention_check,3,3,3,TRUE,TRUE
2025-12-06T18:44:37.064762,PID_1765046540_4536,25,Man,Women,attention_check,attention_check,3,3,3,TRUE,TRUE
2025-12-06T18:45:11.088834,PID_1765046540_4536,25,Man,Women,w3,control,4,3,4,FALSE,
2025-12-06T18:45:31.336243,PID_1765046540_4536,25,Man,Women,w9,control,4,3,4,FALSE,
2025-12-06T18:45:56.540620,PID_1765046540_4536,25,Man,Women,w8,ai_disclosed,4,2,3,FALSE,
2025-12-06T18:46:42.943803,PID_1765046540_4536,25,Man,Women,w2,control,3,4,3,FALSE,
2025-12-06T18:47:06.754685,PID_1765046540_4536,25,Man,Women,w1,ai_disclosed,4,2,4,FALSE,
2025-12-06T18:47:47.930155,PID_1765046540_4536,25,Man,Women,w10,control,3,3,3,FALSE,
2025-12-06T18:48:16.265268,PID_1765046540_4536,25,Man,Women,w4,ai_disclosed,4,2,4,FALSE,
2025-12-06T18:50:12.780862,PID_1765046973_8719,22,Woman,Both,m7,ai_disclosed,2,1,1,FALSE,
2025-12-06T18:50:35.259048,PID_1765046973_8719,22,Woman,Both,m2,control,3,3,2,FALSE,
2025-12-06T18:51:30.900745,PID_1765046973_8719,22,Woman,Both,w6,ai_disclosed,3,1,2,FALSE,
2025-12-06T18:51:49.577719,PID_1765046973_8719,22,Woman,Both,attention_check,attention_check,3,3,3,TRUE,TRUE
2025-12-06T18:52:18.936441,PID_1765046973_8719,22,Woman,Both,m3,ai_disclosed,3,1,2,FALSE,
2025-12-06T18:52:45.895552,PID_1765046973_8719,22,Woman,Both,m1,control,3,1,1,FALSE,
2025-12-06T18:53:12.123982,PID_1765046973_8719,22,Woman,Both,w3,ai_disclosed,4,2,3,FALSE,
2025-12-06T18:53:39.769117,PID_1765046973_8719,22,Woman,Both,w7,control,3,4,3,FALSE,
2025-12-06T18:54:08.365618,PID_1765046973_8719,22,Woman,Both,w5,ai_disclosed,4,4,4,FALSE,
2025-12-06T18:54:36.962015,PID_1765046973_8719,22,Woman,Both,w10,control,3,3,2,FALSE,
2025-12-06T18:55:16.688226,PID_1765046973_8719,22,Woman,Both,m9,control,4,2,3,FALSE,
2025-12-01T09:47:12.184522,PID_1765047201_5934,25,Woman,Men,m1,ai_disclosed,3,3,3,FALSE,
2025-12-01T09:47:40.722918,PID_1765047201_5934,25,Woman,Men,m2,ai_disclosed,3,0,3,FALSE,
2025-12-01T09:48:12.391044,PID_1765047201_5934,25,Woman,Men,m3,control,2,4,1,FALSE,
2025-12-01T09:48:42.903311,PID_1765047201_5934,25,Woman,Men,m4,control,1,4,4,FALSE,
2025-12-01T09:49:15.672884,PID_1765047201_5934,25,Woman,Men,m5,control,0,4,2,FALSE,
2025-12-01T09:49:46.557201,PID_1765047201_5934,25,Woman,Men,attention_check,attention_check,3,3,3,TRUE,TRUE
2025-12-01T09:50:14.903822,PID_1765047201_5934,25,Woman,Men,m6,ai_disclosed,3,0,1,FALSE,
2025-12-01T09:50:45.118944,PID_1765047201_5934,25,Woman,Men,m7,control,3,2,4,FALSE,
2025-12-01T09:51:20.441005,PID_1765047201_5934,25,Woman,Men,m8,ai_disclosed,1,2,0,FALSE,
2025-12-01T09:51:47.992331,PID_1765047201_5934,25,Woman,Men,m9,control,2,4,4,FALSE,
2025-12-01T09:52:22.540119,PID_1765047201_5934,25,Woman,Men,m10,ai_disclosed,2,2,1,FALSE,
2025-12-02T14:12:03.119774,PID_1765047355_2841,26,Woman,Men,m1,ai_disclosed,2,3,4,FALSE,
2025-12-02T14:12:31.588204,PID_1765047355_2841,26,Woman,Men,m2,control,3,3,4,FALSE,
2025-12-02T14:13:05.902211,PID_1765047355_2841,26,Woman,Men,m3,ai_disclosed,4,3,3,FALSE,
2025-12-02T14:13:34.447289,PID_1765047355_2841,26,Woman,Men,m4,ai_disclosed,1,1,1,FALSE,
2025-12-02T14:14:10.993821,PID_1765047355_2841,26,Woman,Men,m5,control,3,0,2,FALSE,
2025-12-02T14:14:41.377520,PID_1765047355_2841,26,Woman,Men,attention_check,attention_check,3,3,3,TRUE,TRUE
2025-12-02T14:15:10.992714,PID_1765047355_2841,26,Woman,Men,m6,ai_disclosed,2,3,2,FALSE,
2025-12-02T14:15:41.662129,PID_1765047355_2841,26,Woman,Men,m7,control,3,3,3,FALSE,
2025-12-02T14:16:15.201847,PID_1765047355_2841,26,Woman,Men,m8,control,4,3,4,FALSE,
2025-12-02T14:16:47.559902,PID_1765047355_2841,26,Woman,Men,m9,control,1,0,3,FALSE,
2025-12-02T14:17:22.814290,PID_1765047355_2841,26,Woman,Men,m10,ai_disclosed,2,0,0,FALSE,
2025-12-03T18:06:55.932710,PID_1765047488_9172,27,Woman,Men,m1,control,3,3,1,FALSE,
2025-12-03T18:07:27.403511,PID_1765047488_9172,27,Woman,Men,m2,control,0,0,2,FALSE,
2025-12-03T18:08:01.889443,PID_1765047488_9172,27,Woman,Men,m3,ai_disclosed,3,4,3,FALSE,
2025-12-03T18:08:28.550221,PID_1765047488_9172,27,Woman,Men,m4,ai_disclosed,0,3,0,FALSE,
2025-12-03T18:09:03.774930,PID_1765047488_9172,27,Woman,Men,m5,control,1,0,0,FALSE,
2025-12-03T18:09:37.228154,PID_1765047488_9172,27,Woman,Men,attention_check,attention_check,3,3,3,TRUE,TRUE
2025-12-03T18:10:08.557310,PID_1765047488_9172,27,Woman,Men,m6,control,1,2,0,FALSE,
2025-12-03T18:10:40.118295,PID_1765047488_9172,27,Woman,Men,m7,ai_disclosed,3,1,3,FALSE,
2025-12-03T18:11:15.504912,PID_1765047488_9172,27,Woman,Men,m8,ai_disclosed,3,1,4,FALSE,
2025-12-03T18:11:46.778234,PID_1765047488_9172,27,Woman,Men,m9,ai_disclosed,3,2,3,FALSE,
2025-12-03T18:12:20.330011,PID_1765047488_9172,27,Woman,Men,m10,control,4,1,4,FALSE,
2025-12-01T16:23:11.441008,PID_1765047603_4468,24,Man,Women,w1,ai_disclosed,2,4,1,FALSE,
2025-12-01T16:23:45.992201,PID_1765047603_4468,24,Man,Women,w2,control,1,1,3,FALSE,
2025-12-01T16:24:18.338590,PID_1765047603_4468,24,Man,Women,w3,control,4,2,4,FALSE,
2025-12-01T16:24:52.771924,PID_1765047603_4468,24,Man,Women,w4,ai_disclosed,2,0,4,FALSE,
2025-12-01T16:25:24.110657,PID_1765047603_4468,24,Man,Women,w5,control,1,0,2,FALSE,
2025-12-01T16:25:56.884420,PID_1765047603_4468,24,Man,Women,attention_check,attention_check,3,3,3,TRUE,TRUE
2025-12-01T16:26:27.557199,PID_1765047603_4468,24,Man,Women,w6,ai_disclosed,3,2,4,FALSE,
2025-12-01T16:27:00.992380,PID_1765047603_4468,24,Man,Women,w7,control,1,2,2,FALSE,
2025-12-01T16:27:34.665441,PID_1765047603_4468,24,Man,Women,w8,ai_disclosed,1,2,4,FALSE,
2025-12-01T16:28:09.227811,PID_1765047603_4468,24,Man,Women,w9,control,1,2,2,FALSE,
2025-12-01T16:28:43.775920,PID_1765047603_4468,24,Man,Women,w10,ai_disclosed,1,1,0,FALSE,
2025-12-02T11:39:04.885521,PID_1765047719_6805,28,Man,Women,w1,control,0,0,2,FALSE,
2025-12-02T11:39:36.441902,PID_1765047719_6805,28,Man,Women,w2,ai_disclosed,2,4,0,FALSE,
2025-12-02T11:40:11.992750,PID_1765047719_6805,28,Man,Women,w3,ai_disclosed,2,4,4,FALSE,
2025-12-02T11:40:43.663120,PID_1765047719_6805,28,Man,Women,w4,ai_disclosed,2,0,2,FALSE,
2025-12-02T11:41:14.009433,PID_1765047719_6805,28,Man,Women,w5,control,0,2,3,FALSE,
2025-12-02T11:41:48.772310,PID_1765047719_6805,28,Man,Women,attention_check,attention_check,3,3,3,TRUE,TRUE
2025-12-02T11:42:21.391094,PID_1765047719_6805,28,Man,Women,w6,control,0,3,4,FALSE,
2025-12-02T11:42:52.774501,PID_1765047719_6805,28,Man,Women,w7,ai_disclosed,1,4,4,FALSE,
2025-12-02T11:43:26.114992,PID_1765047719_6805,28,Man,Women,w8,control,4,1,2,FALSE,
2025-12-02T11:44:01.559002,PID_1765047719_6805,28,Man,Women,w9,ai_disclosed,1,2,3,FALSE,
2025-12-02T11:44:36.220119,PID_1765047719_6805,28,Man,Women,w10,control,3,3,0,FALSE,
2025-12-04T13:54:22.772910,PID_1765047890_3327,23,Man,Women,w1,control,2,1,4,FALSE,
2025-12-04T13:54:56.115220,PID_1765047890_3327,23,Man,Women,w2,control,1,1,4,FALSE,
2025-12-04T13:55:29.882014,PID_1765047890_3327,23,Man,Women,w3,control,4,0,2,FALSE,
2025-12-04T13:56:03.220745,PID_1765047890_3327,23,Man,Women,w4,control,2,1,2,FALSE,
2025-12-04T13:56:38.552901,PID_1765047890_3327,23,Man,Women,w5,ai_disclosed,4,1,2,FALSE,
2025-12-04T13:57:12.119034,PID_1765047890_3327,23,Man,Women,attention_check,attention_check,3,3,3,TRUE,TRUE
2025-12-04T13:57:44.774299,PID_1765047890_3327,23,Man,Women,w6,control,4,1,2,FALSE,
2025-12-04T13:58:17.331900,PID_1765047890_3327,23,Man,Women,w7,ai_disclosed,0,4,4,FALSE,
2025-12-04T13:58:52.663119,PID_1765047890_3327,23,Man,Women,w8,ai_disclosed,1,3,3,FALSE,
2025-12-04T13:59:24.220118,PID_1765047890_3327,23,Man,Women,w9,ai_disclosed,2,3,2,FALSE,
2025-12-04T13:59:59.884551,PID_1765047890_3327,23,Man,Women,w10,ai_disclosed,3,1,4,FALSE,
2025-12-06T19:36:25.536654,PID_1765049739_2178,23,Man,Men,m8,control,4,4,3,FALSE,
2025-12-06T19:36:35.488957,PID_1765049739_2178,23,Man,Men,m10,ai_disclosed,4,3,3,FALSE,
2025-12-06T19:36:41.559936,PID_1765049739_2178,23,Man,Men,m3,control,4,4,4,FALSE,
2025-12-06T19:36:45.836021,PID_1765049739_2178,23,Man,Men,attention_check,attention_check,3,3,3,TRUE,TRUE
2025-12-06T19:37:07.332944,PID_1765049739_2178,23,Man,Men,m5,control,2,3,3,FALSE,
2025-12-06T19:37:22.251716,PID_1765049739_2178,23,Man,Men,m6,ai_disclosed,3,2,2,FALSE,
2025-12-06T19:37:47.950603,PID_1765049739_2178,23,Man,Men,m7,control,4,4,3,FALSE,
2025-12-06T19:37:55.441954,PID_1765049739_2178,23,Man,Men,m2,ai_disclosed,4,3,3,FALSE,
2025-12-06T19:38:03.488201,PID_1765049739_2178,23,Man,Men,m4,control,3,3,4,FALSE,
2025-12-06T19:38:11.245732,PID_1765049739_2178,23,Man,Men,m9,ai_disclosed,4,4,3,FALSE,
2025-12-06T19:38:24.879312,PID_1765049739_2178,23,Man,Men,m1,ai_disclosed,3,2,2,FALSE,
